date;Autres;Centres de santé;Cures thermales;Dentistes;Généralistes;Indemnités journalières (IJ);Infirmières;Kinésithérapeutes;Laboratoires;Liste des produits et prestations (LPP);Médicaments;Orthophonistes;Orthoptistes;Psychologues;Pédicures;Remboursement de soins à l'étranger;Sages-femmes;Spécialistes;Total;Transports;dont IJ accidents du travail;dont IJ acidents du travail;dont IJ maladie;dont autres médicaments (franchises, Rosp, gardes pharmacies …);dont médicaments remboursés de ville;dont médicaments remboursés à 100%;dont médicaments remboursés à 15%;dont médicaments remboursés à 30%;dont médicaments remboursés à 65%;dont rétrocession hospitalière
2019-04-01;7466070.811864001;75723948.41381;19635676.002;234514919.68714002;445436741.6074;950564515.01;504926164.02599996;293120305.37654006;246154908.30200002;512903542.32;1694467491.1628745;55917272.93851;8793748.3144;;2667874.49113;19339179.392;24700570.201302998;873035863.7082019;6289960791.555353;320591999.79018;;286407774.93;664156740.0799999;-41017288.1171257;1552847587.5;;;;;182637191.78
2019-05-01;6839532.516732;78992862.09786;17855867.675;243253332.19211;442956372.5304;968645194.4100001;510723183.32826;296582628.21579003;252166257.222;511350294.01;1657265943.6389012;55264334.09925;8625522.6203;;2575821.19966;19243777.75;24559707.483242;875247083.1375557;6289669686.929732;317521972.80267;;292231936.16;676413258.25;-40397926.34109878;1522113570.7;;;;;175550299.28
2019-06-01;3802331.051786;81868604.34617;18255388.93;243900617.59504002;596729824.81993;926197486.22;508980652.16435003;290739162.35072;247844853.155;510063073.31;1681952259.3209853;54922868.902890004;8716618.957799999;;2727010.0760899996;19626572.588;24171294.268893;865402363.0828633;6397252344.3209;311351363.18038;;281747433.13;644450053.09;-37594866.33901494;1543715003.4;;;;;175832122.26
2019-07-01;2850507.696784;84679045.52397;18067573.269;247309802.09191;445766983.3306;951789130.45;511334245.814665;295929660.54072005;249141965.16199997;511015002.33;1692457603.035041;60744213.76132999;9503975.7475;;2707509.0016699997;19477001.044;24676522.072754998;894979127.505442;6345441476.047077;323011607.66969;;287140834.25;664648296.2;-41147286.234959;1556998822.4;;;;;176606066.87
2019-08-01;1587676.9099730002;82216555.70683;18477476.089;241605045.62227997;436905449.31316996;971036587.16;516632682.0009999;298345105.2771;254050107.77999997;526366208.18;1723145466.2845738;60127177.49526;9562063.287;;2682566.5788999996;19188582.728;25279627.292215;888906112.1829098;6395462307.373532;319347817.4853199;;292851576.55;678185010.61;-36562559.16542612;1585197633.1;;;;;174510392.35
2019-09-01;4078052.923205001;90068573.32026601;20138200.37;248835202.390394;593583022.8935969;946069513.52;515517190.847;302484402.218;244128842.56200004;507513614.71;1688983512.393;59095422.01298001;9506243.5221;;2818588.6068100003;20363599.427;25547077.673024002;897347411.3986208;6500977051.539066;324898580.75107;;284095163.72;661974349.8;-37883882.187;1555025135.0;;;;;171842259.58
2019-10-01;3137421.610896;81225400.416348;16622607.445;242381631.97123;429129330.54556996;965688742.4100001;512878175.138;294714906.42612;241782127.1521;514464127.71;1700837331.7298996;56156121.10521;9128413.945099998;;2815680.65568;20842524.301;25367614.929277997;881990474.8996699;6323452945.884191;324290313.49309003;;294484187.91;671204554.5;-38110113.4901;1569716072.3;;;;;165538130.56
2019-11-01;4896982.762305;88190501.36859001;21052020.699;247641747.88720995;602737685.48499;977924597.3499999;518596631.301;300576029.93158;256013704.427;536789175.27;1739017333.0177999;58610540.30103;9551043.633399999;;2810865.9993000003;21312664.471;26012745.436460998;900005967.728357;6643442806.889225;331702569.82019997;;297668273.13;680256324.22;-36709517.8722;1606056032.9;;;;;164237513.64
2019-12-01;1940987.804399;78754593.44807701;15236206.719;245884451.4157;630126342.690548;950674710.3799999;519965313.4265;294287106.78954;251370979.4794;509635079.74;1690402807.4074;56314074.936836995;9074571.4634;;2891233.13903;40508720.172;26099317.31032;899426206.86667;6550731788.579101;328139085.39027995;;284969622.99;665705087.39;-38503608.18260001;1564418318.3;;;;;163333267.51
2020-01-01;30999389.295799997;116349186.35338603;22904109.612;268333988.42569196;847530296.2196879;1008542178.8970001;548620215.1312759;316705711.60520005;270478417.55300003;543182348.51;1872054920.6944995;60921817.782800004;9752071.0336;;3052635.57533;20170355.238;27739930.955381997;1027327538.5397611;7341258302.336845;346593190.91442996;299341130.87;;709201048.0270001;23351152.9745;1676733913.1;;;;;171969854.62
2020-02-01;5353418.807647;91245625.181931;19563437.214;272428452.58405;463707156.6084;1025685347.8829999;556142482.76532;317065497.162;269395217.39800006;555947645.5;1846899750.3498;58077726.103819996;9818802.0079;;3006494.24688;20025361.258;27041305.841397;956914305.978994;6837808793.322988;339490766.43185;299490045.04;;726195302.8429999;-41187208.9602;1720890983.4;;;;;167195975.91
2020-03-01;2995445.6834889995;56681813.529599994;5103099.1207;145204013.24589399;398165132.40101;1856585659.1580002;552984608.765;161788933.00544;192085721.58210003;487351127.56;1913335429.0835998;27693995.354078;4580712.11633;;1593699.47716;19269953.934;21843665.000519;628782738.361087;6719140643.684728;243094896.30671996;296771490.91;;1559814168.2480001;-45442159.3164;1778859299.3;;;;;179918289.1
